       X                   F1                  F2                  F3                  F4                  F5                  F6                  F7              q-mean(x)    
  1.006000e-02        2.122070e-02        1.652258e-01        4.166296e-01        3.330504e-01        6.060152e-02        3.265846e-03        6.085588e-06        3.256408e+00  
  1.020000e-02        2.167565e-02        1.670957e-01        4.170538e-01        3.303113e-01        6.055953e-02        3.297666e-03        6.287572e-06        3.250901e+00  
  1.034000e-02        2.213225e-02        1.689505e-01        4.174481e-01        3.276235e-01        6.051034e-02        3.328791e-03        6.488494e-06        3.245441e+00  
  1.048000e-02        2.259039e-02        1.707901e-01        4.178135e-01        3.249858e-01        6.045425e-02        3.359223e-03        6.688307e-06        3.240028e+00  
  1.062000e-02        2.304999e-02        1.726145e-01        4.181511e-01        3.223970e-01        6.039153e-02        3.388964e-03        6.886964e-06        3.234660e+00  
  1.076000e-02        2.351095e-02        1.744238e-01        4.184618e-01        3.198559e-01        6.032245e-02        3.418019e-03        7.084421e-06        3.229337e+00  
  1.090000e-02        2.397317e-02        1.762178e-01        4.187466e-01        3.173615e-01        6.024726e-02        3.446390e-03        7.280634e-06        3.224060e+00  
  1.104000e-02        2.443656e-02        1.779966e-01        4.190065e-01        3.149126e-01        6.016622e-02        3.474082e-03        7.475561e-06        3.218827e+00  
  1.118000e-02        2.490103e-02        1.797602e-01        4.192423e-01        3.125081e-01        6.007957e-02        3.501099e-03        7.669160e-06        3.213639e+00  
  1.132000e-02        2.536649e-02        1.815086e-01        4.194549e-01        3.101471e-01        5.998753e-02        3.527446e-03        7.861393e-06        3.208494e+00  
  1.146000e-02        2.583286e-02        1.832418e-01        4.196452e-01        3.078286e-01        5.989035e-02        3.553127e-03        8.052221e-06        3.203393e+00  
  1.160000e-02        2.630004e-02        1.849599e-01        4.198140e-01        3.055515e-01        5.978823e-02        3.578148e-03        8.241606e-06        3.198335e+00  
  1.174000e-02        2.676795e-02        1.866628e-01        4.199620e-01        3.033148e-01        5.968138e-02        3.602513e-03        8.429514e-06        3.193320e+00  
  1.188000e-02        2.723650e-02        1.883507e-01        4.200901e-01        3.011178e-01        5.957002e-02        3.626229e-03        8.615908e-06        3.188347e+00  
  1.202000e-02        2.770563e-02        1.900235e-01        4.201990e-01        2.989594e-01        5.945433e-02        3.649301e-03        8.800758e-06        3.183416e+00  
  1.216000e-02        2.817523e-02        1.916813e-01        4.202894e-01        2.968388e-01        5.933452e-02        3.671736e-03        8.984029e-06        3.178527e+00  
  1.230000e-02        2.864524e-02        1.933241e-01        4.203620e-01        2.947551e-01        5.921076e-02        3.693538e-03        9.165693e-06        3.173679e+00  
  1.244000e-02        2.911558e-02        1.949521e-01        4.204175e-01        2.927075e-01        5.908324e-02        3.714715e-03        9.345718e-06        3.168872e+00  
  1.258000e-02        2.958617e-02        1.965652e-01        4.204565e-01        2.906952e-01        5.895212e-02        3.735273e-03        9.524078e-06        3.164106e+00  
  1.272000e-02        3.005694e-02        1.981635e-01        4.204796e-01        2.887174e-01        5.881758e-02        3.755219e-03        9.700745e-06        3.159380e+00  
  1.286000e-02        3.052781e-02        1.997471e-01        4.204876e-01        2.867733e-01        5.867977e-02        3.774559e-03        9.875694e-06        3.154693e+00  
  1.300000e-02        3.099871e-02        2.013161e-01        4.204809e-01        2.848621e-01        5.853886e-02        3.793301e-03        1.004890e-05        3.150046e+00  
  1.314000e-02        3.146957e-02        2.028704e-01        4.204601e-01        2.829832e-01        5.839498e-02        3.811450e-03        1.022034e-05        3.145439e+00  
  1.328000e-02        3.194033e-02        2.044103e-01        4.204258e-01        2.811358e-01        5.824830e-02        3.829015e-03        1.038999e-05        3.140870e+00  
  1.342000e-02        3.241091e-02        2.059358e-01        4.203785e-01        2.793193e-01        5.809895e-02        3.846003e-03        1.055784e-05        3.136340e+00  
  1.356000e-02        3.288125e-02        2.074469e-01        4.203187e-01        2.775328e-01        5.794707e-02        3.862420e-03        1.072385e-05        3.131848e+00  
  1.370000e-02        3.335129e-02        2.089438e-01        4.202470e-01        2.757759e-01        5.779279e-02        3.878274e-03        1.088802e-05        3.127393e+00  
  1.384000e-02        3.382096e-02        2.104265e-01        4.201638e-01        2.740478e-01        5.763624e-02        3.893572e-03        1.105032e-05        3.122977e+00  
  1.398000e-02        3.429020e-02        2.118952e-01        4.200696e-01        2.723480e-01        5.747753e-02        3.908322e-03        1.121074e-05        3.118597e+00  
  1.412000e-02        3.475896e-02        2.133498e-01        4.199648e-01        2.706757e-01        5.731679e-02        3.922531e-03        1.136926e-05        3.114255e+00  
  1.426000e-02        3.522716e-02        2.147906e-01        4.198499e-01        2.690305e-01        5.715414e-02        3.936206e-03        1.152588e-05        3.109949e+00  
  1.440000e-02        3.569476e-02        2.162175e-01        4.197253e-01        2.674117e-01        5.698969e-02        3.949356e-03        1.168057e-05        3.105679e+00  
  1.454000e-02        3.616170e-02        2.176307e-01        4.195914e-01        2.658188e-01        5.682353e-02        3.961988e-03        1.183332e-05        3.101445e+00  
  1.468000e-02        3.662793e-02        2.190304e-01        4.194486e-01        2.642512e-01        5.665578e-02        3.974109e-03        1.198413e-05        3.097247e+00  
  1.482000e-02        3.709338e-02        2.204165e-01        4.192973e-01        2.627085e-01        5.648654e-02        3.985726e-03        1.213298e-05        3.093084e+00  
  1.496000e-02        3.755802e-02        2.217892e-01        4.191378e-01        2.611899e-01        5.631590e-02        3.996849e-03        1.227986e-05        3.088956e+00  
  1.510000e-02        3.802178e-02        2.231485e-01        4.189706e-01        2.596952e-01        5.614396e-02        4.007483e-03        1.242477e-05        3.084863e+00  
  1.524000e-02        3.848463e-02        2.244947e-01        4.187959e-01        2.582237e-01        5.597080e-02        4.017637e-03        1.256770e-05        3.080804e+00  
  1.538000e-02        3.894650e-02        2.258278e-01        4.186141e-01        2.567750e-01        5.579652e-02        4.027318e-03        1.270864e-05        3.076780e+00  
  1.552000e-02        3.940736e-02        2.271478e-01        4.184256e-01        2.553486e-01        5.562119e-02        4.036534e-03        1.284758e-05        3.072789e+00  
  1.566000e-02        3.986716e-02        2.284550e-01        4.182306e-01        2.539441e-01        5.544490e-02        4.045292e-03        1.298453e-05        3.068832e+00  
  1.580000e-02        4.032585e-02        2.297494e-01        4.180294e-01        2.525610e-01        5.526773e-02        4.053600e-03        1.311947e-05        3.064909e+00  
  1.594000e-02        4.078339e-02        2.310310e-01        4.178223e-01        2.511988e-01        5.508975e-02        4.061466e-03        1.325241e-05        3.061018e+00  
  1.608000e-02        4.123974e-02        2.323001e-01        4.176096e-01        2.498572e-01        5.491103e-02        4.068896e-03        1.338334e-05        3.057160e+00  
  1.622000e-02        4.169486e-02        2.335567e-01        4.173917e-01        2.485356e-01        5.473165e-02        4.075898e-03        1.351227e-05        3.053334e+00  
  1.636000e-02        4.214871e-02        2.348010e-01        4.171686e-01        2.472339e-01        5.455166e-02        4.082480e-03        1.363918e-05        3.049541e+00  
  1.650000e-02        4.260125e-02        2.360330e-01        4.169408e-01        2.459514e-01        5.437115e-02        4.088649e-03        1.376409e-05        3.045779e+00  
  1.664000e-02        4.305245e-02        2.372528e-01        4.167084e-01        2.446878e-01        5.419016e-02        4.094413e-03        1.388699e-05        3.042049e+00  
  1.678000e-02        4.350225e-02        2.384606e-01        4.164717e-01        2.434429e-01        5.400877e-02        4.099777e-03        1.400788e-05        3.038351e+00  
  1.692000e-02        4.395064e-02        2.396564e-01        4.162309e-01        2.422161e-01        5.382702e-02        4.104751e-03        1.412676e-05        3.034683e+00  
  1.706000e-02        4.439758e-02        2.408404e-01        4.159863e-01        2.410071e-01        5.364498e-02        4.109340e-03        1.424365e-05        3.031046e+00  
  1.720000e-02        4.484303e-02        2.420127e-01        4.157380e-01        2.398157e-01        5.346269e-02        4.113553e-03        1.435854e-05        3.027440e+00  
  1.734000e-02        4.528697e-02        2.431733e-01        4.154862e-01        2.386413e-01        5.328022e-02        4.117395e-03        1.447144e-05        3.023865e+00  
  1.748000e-02        4.572935e-02        2.443225e-01        4.152313e-01        2.374838e-01        5.309761e-02        4.120875e-03        1.458234e-05        3.020319e+00  
  1.762000e-02        4.617016e-02        2.454602e-01        4.149732e-01        2.363428e-01        5.291491e-02        4.123998e-03        1.469127e-05        3.016803e+00  
  1.776000e-02        4.660935e-02        2.465867e-01        4.147123e-01        2.352179e-01        5.273217e-02        4.126772e-03        1.479822e-05        3.013316e+00  
  1.790000e-02        4.704692e-02        2.477019e-01        4.144487e-01        2.341089e-01        5.254943e-02        4.129204e-03        1.490319e-05        3.009859e+00  
  1.804000e-02        4.748281e-02        2.488061e-01        4.141826e-01        2.330154e-01        5.236673e-02        4.131301e-03        1.500621e-05        3.006431e+00  
  1.818000e-02        4.791702e-02        2.498993e-01        4.139142e-01        2.319372e-01        5.218412e-02        4.133068e-03        1.510727e-05        3.003032e+00  
  1.832000e-02        4.834952e-02        2.509816e-01        4.136435e-01        2.308740e-01        5.200164e-02        4.134513e-03        1.520638e-05        2.999661e+00  
  1.846000e-02        4.878027e-02        2.520531e-01        4.133709e-01        2.298254e-01        5.181932e-02        4.135643e-03        1.530355e-05        2.996318e+00  
  1.860000e-02        4.920927e-02        2.531140e-01        4.130963e-01        2.287913e-01        5.163720e-02        4.136463e-03        1.539880e-05        2.993004e+00  
  1.874000e-02        4.963648e-02        2.541643e-01        4.128201e-01        2.277713e-01        5.145531e-02        4.136980e-03        1.549213e-05        2.989718e+00  
  1.888000e-02        5.006188e-02        2.552042e-01        4.125422e-01        2.267652e-01        5.127370e-02        4.137201e-03        1.558354e-05        2.986459e+00  
  1.902000e-02        5.048545e-02        2.562337e-01        4.122629e-01        2.257727e-01        5.109240e-02        4.137132e-03        1.567306e-05        2.983227e+00  
  1.916000e-02        5.090718e-02        2.572530e-01        4.119822e-01        2.247936e-01        5.091142e-02        4.136778e-03        1.576069e-05        2.980022e+00  
  1.930000e-02        5.132704e-02        2.582621e-01        4.117004e-01        2.238277e-01        5.073081e-02        4.136147e-03        1.584644e-05        2.976845e+00  
  1.944000e-02        5.174501e-02        2.592612e-01        4.114174e-01        2.228746e-01        5.055060e-02        4.135243e-03        1.593032e-05        2.973694e+00  
  1.958000e-02        5.216108e-02        2.602503e-01        4.111335e-01        2.219342e-01        5.037081e-02        4.134074e-03        1.601235e-05        2.970570e+00  
  1.972000e-02        5.257524e-02        2.612296e-01        4.108488e-01        2.210062e-01        5.019146e-02        4.132644e-03        1.609255e-05        2.967471e+00  
  1.986000e-02        5.298745e-02        2.621992e-01        4.105633e-01        2.200904e-01        5.001259e-02        4.130961e-03        1.617091e-05        2.964399e+00  
